"model_type","start_year","end_year","obs_v_best_sens","obs_v_best_spec","obs_v_best_rmse","obs_v_ens_sens","obs_v_ens_spec","obs_v_ens_rmse"
"LOYO",2006,2021,0.5758,0.8319,2.39032816377789,0.4857,0.812,1.93727923627861
